PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Feleipe Franks,s:20~l:28~a:4034948,Indian,3111.49%,32,Happy,9880.64%,"6' 6"", 234 lbs",12/22/1997 (27),Arkansas,N/A,Active,https://www.espn.com/nfl/player/_/id/4034948/feleipe-franks
Charlie Woerner,s:20~l:28~a:4035020,White,9986.66%,28,Happy,9991.43%,"6' 5"", 250 lbs",10/16/1997 (27),Georgia,"2020: Rd 6, Pk 190 (SF)",Active,https://www.espn.com/nfl/player/_/id/4035020/charlie-woerner
Ryan Neuzil,s:20~l:28~a:4036444,White,10000.00%,39,Fear,8163.31%,"6' 3"", 301 lbs",7/31/1997 (27),App State,N/A,Active,https://www.espn.com/nfl/player/_/id/4036444/ryan-neuzil
Divine Deablo,s:20~l:28~a:4037626,Black,10000.00%,30,Neutral,9999.14%,"6' 3"", 226 lbs",8/17/1998 (26),Virginia Tech,"2021: Rd 3, Pk 80 (LV)",Active,https://www.espn.com/nfl/player/_/id/4037626/divine-deablo
Khalid Kareem,s:20~l:28~a:4039029,Black,7011.96%,27,Happy,9984.99%,"6' 4"", 268 lbs",4/28/1998 (27),Notre Dame,"2020: Rd 5, Pk 147 (CIN)",Active,https://www.espn.com/nfl/player/_/id/4039029/khalid-kareem
Jordan Fuller,s:20~l:28~a:4040613,Black,10000.00%,29,Happy,3574.07%,"6' 2"", 203 lbs",3/4/1998 (27),Ohio State,"2020: Rd 6, Pk 199 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4040613/jordan-fuller
Darnell Mooney,s:20~l:28~a:4040655,Black,10000.00%,23,Angry,5885.47%,"5' 11"", 180 lbs",10/29/1997 (27),Tulane,"2020: Rd 5, Pk 173 (CHI)",Active,https://www.espn.com/nfl/player/_/id/4040655/darnell-mooney
Caleb Johnson,s:20~l:28~a:4051069,Middle Eastern,4815.46%,36,Neutral,8229.82%,"6' 2"", 220 lbs",7/28/1998 (26),Houston Baptist,N/A,Active,https://www.espn.com/nfl/player/_/id/4051069/caleb-johnson
A.J. Terrell,s:20~l:28~a:4239995,Black,3061.85%,37,Sad,9998.44%,"6' 1"", 200 lbs",9/23/1998 (26),Clemson,"2020: Rd 1, Pk 16 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4239995/aj-terrell
Keith Taylor Jr.,s:20~l:28~a:4243332,Black,9903.30%,25,Neutral,9999.44%,"6' 3"", 195 lbs",5/3/1999 (26),Washington,"2021: Rd 5, Pk 166 (CAR)",Active,https://www.espn.com/nfl/player/_/id/4243332/keith-taylor-jr
DeAngelo Malone,s:20~l:28~a:4243457,Black,10000.00%,29,Happy,9992.23%,"6' 3"", 235 lbs",7/12/1999 (25),Western KY,"2022: Rd 3, Pk 82 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4243457/deangelo-malone
Troy Andersen,s:20~l:28~a:4247807,Latino Hispanic,4216.27%,26,Happy,5047.04%,"6' 4"", 245 lbs",4/23/1999 (26),Montana St,"2022: Rd 2, Pk 58 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4247807/troy-andersen
Carlos Washington Jr.,s:20~l:28~a:4248425,Black,10000.00%,24,Happy,9996.94%,"5' 11"", 210 lbs",12/26/1998 (26),SE Louisiana,N/A,Active,https://www.espn.com/nfl/player/_/id/4248425/carlos-washington-jr
Arnold Ebiketie,s:20~l:28~a:4257591,Black,10000.00%,28,Neutral,6092.92%,"6' 2"", 250 lbs",1/24/1999 (26),Penn State,"2022: Rd 2, Pk 38 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4257591/arnold-ebiketie
Josh Thompson,s:20~l:28~a:4259346,Black,10000.00%,29,Happy,9987.10%,"6' 0"", 194 lbs",10/20/1998 (26),Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/4259346/josh-thompson
Ta'Quon Graham,s:20~l:28~a:4262197,Black,10000.00%,27,Neutral,9999.92%,"6' 4"", 300 lbs",12/1/1998 (26),Texas,"2021: Rd 5, Pk 148 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4262197/taquon-graham
Emory Jones,s:20~l:28~a:4360230,Indian,7806.65%,27,Happy,6142.36%,"6' 2"", 210 lbs",4/29/2000 (25),Cincinnati,N/A,Active,https://www.espn.com/nfl/player/_/id/4360230/emory-jones
Kyle Pitts,s:20~l:28~a:4360248,Black,10000.00%,28,Neutral,9999.76%,"6' 6"", 250 lbs",10/6/2000 (24),Florida,"2021: Rd 1, Pk 4 (ATL)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4360248/kyle-pitts
Michael Penix Jr.,s:20~l:28~a:4360423,Black,10000.00%,26,Happy,9992.10%,"6' 2"", 220 lbs",5/8/2000 (25),Washington,"2024: Rd 1, Pk 8 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4360423/michael-penix-jr
Jovaughn Gwyn,s:20~l:28~a:4362845,Latino Hispanic,5548.75%,29,Neutral,9950.85%,"6' 2"", 310 lbs",3/18/1999 (26),South Carolina,"2023: Rd 7, Pk 225 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4362845/jovaughn-gwyn
Dylan Drummond,s:20~l:28~a:4363551,Black,6006.01%,24,Happy,9992.53%,"6' 0"", 190 lbs",1/17/2000 (25),E Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4363551/dylan-drummond
Chris Blair,s:20~l:28~a:4369886,Black,10000.00%,25,Neutral,9622.28%,"6' 2"", 215 lbs",10/6/1997 (27),Alcorn St,N/A,Active,https://www.espn.com/nfl/player/_/id/4369886/chris-blair
Matthew Cindric,s:20~l:28~a:4372738,White,9999.80%,31,Happy,9976.44%,"6' 4"", 295 lbs",8/2/1999 (25),California,N/A,Active,https://www.espn.com/nfl/player/_/id/4372738/matthew-cindric
Tyler Allgeier,s:20~l:28~a:4373626,Asian,5735.07%,27,Happy,9925.26%,"5' 11"", 225 lbs",4/15/2000 (25),BYU,"2022: Rd 5, Pk 151 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4373626/tyler-allgeier
Teagan Quitoriano,s:20~l:28~a:4374045,White,9999.82%,27,Happy,9968.21%,"6' 6"", 259 lbs",3/15/2000 (25),Oregon St,"2022: Rd 5, Pk 170 (HOU)",Active,https://www.espn.com/nfl/player/_/id/4374045/teagan-quitoriano
LaCale London,s:20~l:28~a:4376288,Latino Hispanic,3771.22%,25,Fear,7987.25%,"6' 3"", 330 lbs",8/5/1997 (27),W Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4376288/lacale-london
Jesse Matthews,s:20~l:28~a:4379569,Black,3570.46%,23,Happy,9988.77%,"6' 0"", 190 lbs",8/12/1999 (25),San Diego St,N/A,Active,https://www.espn.com/nfl/player/_/id/4379569/jesse-matthews
Dee Alford,s:20~l:28~a:4401823,Black,10000.00%,23,Neutral,9740.99%,"5' 11"", 180 lbs",11/5/1997 (27),Tusculum,N/A,Active,https://www.espn.com/nfl/player/_/id/4401823/dee-alford
Zach Harrison,s:20~l:28~a:4426412,Black,10000.00%,32,Happy,9997.27%,"6' 5"", 270 lbs",8/14/2001 (23),Ohio State,"2023: Rd 3, Pk 75 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4426412/zach-harrison
Drake London,s:20~l:28~a:4426502,Latino Hispanic,4456.83%,25,Neutral,9093.95%,"6' 4"", 215 lbs",7/24/2001 (23),USC,"2022: Rd 1, Pk 8 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4426502/drake-london
Brandon Dorlus,s:20~l:28~a:4427090,Black,8024.48%,29,Happy,5711.32%,"6' 3"", 295 lbs",3/22/2001 (24),Oregon,"2024: Rd 4, Pk 109 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4427090/brandon-dorlus
Bralen Trice,s:20~l:28~a:4428713,Latino Hispanic,3379.11%,25,Neutral,9592.20%,"6' 3"", 245 lbs",2/26/2001 (24),Washington,"2024: Rd 3, Pk 74 (ATL)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4428713/bralen-trice
Casey Washington,s:20~l:28~a:4428796,Latino Hispanic,2867.52%,27,Happy,9995.41%,"6' 0"", 205 lbs",3/6/2001 (24),Illinois,"2024: Rd 6, Pk 187 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4428796/casey-washington
JD Bertrand,s:20~l:28~a:4428872,White,10000.00%,27,Happy,9997.37%,"6' 1"", 230 lbs",5/5/2000 (25),Notre Dame,"2024: Rd 5, Pk 143 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4428872/jd-bertrand
Jase McClellan,s:20~l:28~a:4429001,Black,10000.00%,25,Neutral,8849.28%,N/A,6/25/2002,Alabama,"2024: Rd 6, Pk 186 (ATL)",N/A,https://www.espn.com/nfl/player/_/id/4429001/jase-mcclellan
Clark Phillips III,s:20~l:28~a:4429067,Black,10000.00%,25,Neutral,10000.00%,"5' 9"", 185 lbs",12/19/2001 (23),Utah,"2023: Rd 4, Pk 113 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4429067/clark-phillips-iii
Cobee Bryant,s:20~l:28~a:4429324,Black,10000.00%,26,Neutral,9999.81%,"6' 0"", 180 lbs",N/A,Kansas,N/A,Active,https://www.espn.com/nfl/player/_/id/4429324/cobee-bryant
Ruke Orhorhoro,s:20~l:28~a:4430271,Black,10000.00%,29,Neutral,9982.24%,"6' 4"", 295 lbs",10/13/2001 (23),Clemson,"2024: Rd 2, Pk 35 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4430271/ruke-orhorhoro
Makai Polk,s:20~l:28~a:4430325,Black,10000.00%,30,Happy,9982.09%,"6' 3"", 197 lbs",8/4/2001 (23),Mississippi St,N/A,Active,https://www.espn.com/nfl/player/_/id/4430325/makai-polk
Bijan Robinson,s:20~l:28~a:4430807,Black,10000.00%,24,Happy,9970.10%,"5' 11"", 215 lbs",1/30/2002 (23),Texas,"2023: Rd 1, Pk 8 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4430807/bijan-robinson
Xavier Watts,s:20~l:28~a:4431005,Black,4689.88%,24,Happy,9996.95%,"5' 11"", 204 lbs",11/22/2001 (23),Notre Dame,"2025: Rd 3, Pk 96 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4431005/xavier-watts
Billy Bowman Jr.,s:20~l:28~a:4431194,Black,3330.83%,30,Happy,9976.05%,"5' 9"", 192 lbs",1/29/2003 (22),Oklahoma,"2025: Rd 4, Pk 118 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4431194/billy-bowman-jr
Michael Gonzalez,s:20~l:28~a:4431548,Latino Hispanic,3927.43%,23,Happy,9731.17%,"6' 4"", 305 lbs",N/A,Louisville,N/A,Active,https://www.espn.com/nfl/player/_/id/4431548/michael-gonzalez
DeMarcco Hellams,s:20~l:28~a:4567111,Black,10000.00%,24,Neutral,9920.53%,"6' 1"", 203 lbs",6/5/2000 (25),Alabama,"2023: Rd 7, Pk 224 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4567111/demarcco-hellams
Matthew Bergeron,s:20~l:28~a:4568510,Indian,6402.38%,27,Neutral,6653.59%,"6' 5"", 315 lbs",2/26/2000 (25),Syracuse,"2023: Rd 2, Pk 38 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4568510/matthew-bergeron
Nick Nash,s:20~l:28~a:4570242,Latino Hispanic,3496.61%,23,Happy,7316.03%,"6' 2"", 203 lbs",N/A,San José St,N/A,Active,https://www.espn.com/nfl/player/_/id/4570242/nick-nash
Joshua Gray,s:20~l:28~a:4570485,Black,8360.10%,29,Happy,9999.92%,"6' 5"", 299 lbs",N/A,Oregon St,N/A,Active,https://www.espn.com/nfl/player/_/id/4570485/joshua-gray
Nick Kubitz,s:20~l:28~a:4572538,White,6118.31%,29,Fear,6780.01%,"6' 3"", 229 lbs",N/A,N Dakota St,N/A,Active,https://www.espn.com/nfl/player/_/id/4572538/nick-kubitz
Simeon Barrow Jr.,s:20~l:28~a:4578889,Black,10000.00%,28,Neutral,9998.24%,"6' 1"", 283 lbs",N/A,Miami,N/A,Active,https://www.espn.com/nfl/player/_/id/4578889/simeon-barrow-jr
Kyle Hinton,s:20~l:28~a:4682831,Black,9999.69%,31,Neutral,9900.06%,"6' 2"", 315 lbs",2/27/1998 (27),Washburn,"2020: Rd 7, Pk 253 (MIN)",Active,https://www.espn.com/nfl/player/_/id/4682831/kyle-hinton
Malik Verdon,s:20~l:28~a:4684636,Latino Hispanic,3658.07%,23,Happy,9949.23%,"6' 3"", 218 lbs",N/A,Iowa State,N/A,Active,https://www.espn.com/nfl/player/_/id/4684636/malik-verdon
Jalon Walker,s:20~l:28~a:4685597,White,7242.97%,35,Fear,9993.36%,"6' 2"", 245 lbs",2/24/2004 (21),Georgia,"2025: Rd 1, Pk 15 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4685597/jalon-walker
Kilian Zierer,s:20~l:28~a:4689088,White,8514.94%,30,Happy,9949.00%,"6' 7"", 312 lbs",2/24/1998 (27),Auburn,N/A,Active,https://www.espn.com/nfl/player/_/id/4689088/kilian-zierer
Natrone Brooks,s:20~l:28~a:4689989,Black,9999.69%,23,Neutral,9402.84%,"5' 11"", 175 lbs",12/17/1999 (25),Southern Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4689989/natrone-brooks
Jack Nelson,s:20~l:28~a:4693369,White,9999.83%,29,Happy,9985.67%,"6' 7"", 314 lbs",1/15/2002 (23),Wisconsin,"2025: Rd 7, Pk 218 (ATL)",Active,https://www.espn.com/nfl/player/_/id/4693369/jack-nelson
James Pearce Jr.,s:20~l:28~a:5081394,Black,5756.34%,23,Neutral,9996.82%,"6' 5"", 243 lbs",10/12/2003 (21),Tennessee,"2025: Rd 1, Pk 26 (ATL)",Active,https://www.espn.com/nfl/player/_/id/5081394/james-pearce-jr
Lenny Krieg,s:20~l:28~a:5277116,N/A (Scrape Failed),0.00%,N/A (Scrape Failed),N/A (Scrape Failed),0.00%,"6' 1"", 211 lbs",8/5/2002 (22),N/A,N/A,Active,https://www.espn.com/nfl/player/_/id/5277116/lenny-krieg
DeAndre Hopkins,s:20~l:28~a:15795,Black,10000.00%,43,Neutral,9996.50%,"6' 1"", 218 lbs",6/6/1992 (33),Clemson,"2013: Rd 1, Pk 27 (HOU)",Active,https://www.espn.com/nfl/player/_/id/15795/deandre-hopkins
John Jenkins,s:20~l:28~a:15846,Black,9999.99%,30,Neutral,9995.14%,"6' 3"", 327 lbs",7/11/1989 (35),Georgia,"2013: Rd 3, Pk 82 (NO)",Active,https://www.espn.com/nfl/player/_/id/15846/john-jenkins
Kyle Van Noy,s:20~l:28~a:16772,Black,3924.59%,29,Happy,6600.69%,"6' 3"", 255 lbs",3/26/1991 (34),BYU,"2014: Rd 2, Pk 40 (DET)",Active,https://www.espn.com/nfl/player/_/id/16772/kyle-van-noy
Cooper Rush,s:20~l:28~a:2972515,White,7454.70%,27,Happy,5631.30%,"6' 3"", 225 lbs",11/21/1993 (31),Cent Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/2972515/cooper-rush
Patrick Ricard,s:20~l:28~a:2975417,White,9846.21%,29,Happy,9995.67%,"6' 3"", 300 lbs",5/27/1994 (31),Maine,N/A,Active,https://www.espn.com/nfl/player/_/id/2975417/patrick-ricard
Ronnie Stanley,s:20~l:28~a:2980153,Black,4526.11%,26,Happy,5901.69%,"6' 6"", 310 lbs",3/18/1994 (31),Notre Dame,"2016: Rd 1, Pk 6 (BAL)",Active,https://www.espn.com/nfl/player/_/id/2980153/ronnie-stanley
Joe Noteboom,s:20~l:28~a:3040008,Black,4383.63%,31,Happy,9993.48%,"6' 5"", 321 lbs",6/19/1995 (29),TCU,"2018: Rd 3, Pk 89 (LAR)",Active,https://www.espn.com/nfl/player/_/id/3040008/joe-noteboom
Derrick Henry,s:20~l:28~a:3043078,Black,10000.00%,28,Happy,9007.67%,"6' 2"", 247 lbs",1/4/1994 (31),Alabama,"2016: Rd 2, Pk 45 (TEN)",Active,https://www.espn.com/nfl/player/_/id/3043078/derrick-henry
Keith Kirkwood,s:20~l:28~a:3046401,Black,9160.14%,24,Happy,8564.35%,"6' 3"", 210 lbs",12/26/1993 (31),Temple,N/A,Active,https://www.espn.com/nfl/player/_/id/3046401/keith-kirkwood
Anthony Miller,s:20~l:28~a:3050487,Black,10000.00%,28,Happy,9823.41%,"5' 11"", 190 lbs",10/9/1994 (30),Memphis,"2018: Rd 2, Pk 51 (CHI)",Active,https://www.espn.com/nfl/player/_/id/3050487/anthony-miller
Chidobe Awuzie,s:20~l:28~a:3052101,Black,10000.00%,27,Neutral,9999.99%,"5' 11"", 202 lbs",5/24/1995 (30),Colorado,"2017: Rd 2, Pk 60 (DAL)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/3052101/chidobe-awuzie
Mark Andrews,s:20~l:28~a:3116365,White,8329.66%,29,Happy,9995.31%,"6' 5"", 250 lbs",9/6/1995 (29),Oklahoma,"2018: Rd 3, Pk 86 (BAL)",Active,https://www.espn.com/nfl/player/_/id/3116365/mark-andrews
Marlon Humphrey,s:20~l:28~a:3126356,Black,9997.46%,26,Happy,8441.18%,"6' 0"", 203 lbs",7/8/1996 (28),Alabama,"2017: Rd 1, Pk 16 (BAL)",Active,https://www.espn.com/nfl/player/_/id/3126356/marlon-humphrey
Nick Moore,s:20~l:28~a:3915184,White,9672.65%,35,Happy,9998.06%,"6' 2"", 260 lbs",12/9/1992 (32),Georgia,N/A,Active,https://www.espn.com/nfl/player/_/id/3915184/nick-moore
Roquan Smith,s:20~l:28~a:3915189,Black,10000.00%,26,Happy,9863.33%,"6' 1"", 230 lbs",4/8/1997 (28),Georgia,"2018: Rd 1, Pk 8 (CHI)",Active,https://www.espn.com/nfl/player/_/id/3915189/roquan-smith
Broderick Washington,s:20~l:28~a:3915837,Black,9999.76%,30,Neutral,9998.45%,"6' 2"", 315 lbs",12/4/1996 (28),Texas Tech,"2020: Rd 5, Pk 170 (BAL)",Active,https://www.espn.com/nfl/player/_/id/3915837/broderick-washington
Lamar Jackson,s:20~l:28~a:3916387,Black,10000.00%,30,Fear,6762.45%,"6' 2"", 205 lbs",1/7/1997 (28),Louisville,"2018: Rd 1, Pk 32 (BAL)",Active,https://www.espn.com/nfl/player/_/id/3916387/lamar-jackson
Ben Cleveland,s:20~l:28~a:4035002,White,9606.73%,30,Happy,6595.25%,"6' 6"", 360 lbs",8/25/1998 (26),Georgia,"2021: Rd 3, Pk 94 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4035002/ben-cleveland
Nnamdi Madubuike,s:20~l:28~a:4035245,Black,10000.00%,25,Happy,9991.99%,"6' 3"", 305 lbs",11/17/1997 (27),Texas A&M,"2020: Rd 3, Pk 71 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4035245/nnamdi-madubuike
Justice Hill,s:20~l:28~a:4038441,Black,10000.00%,25,Happy,9969.76%,"5' 10"", 195 lbs",11/14/1997 (27),Oklahoma State,"2019: Rd 4, Pk 113 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4038441/justice-hill
William Kwenkeu,s:20~l:28~a:4044132,Black,10000.00%,26,Neutral,9999.98%,"6' 1"", 235 lbs",1/8/1997 (28),Temple,N/A,Active,https://www.espn.com/nfl/player/_/id/4044132/william-kwenkeu
Malik Cunningham,s:20~l:28~a:4240069,Black,10000.00%,28,Happy,9948.76%,"6' 1"", 186 lbs",10/6/1998 (26),Louisville,N/A,Active,https://www.espn.com/nfl/player/_/id/4240069/malik-cunningham
Jacob Hummel,s:20~l:28~a:4241250,White,8930.49%,24,Neutral,9952.04%,"6' 1"", 227 lbs",1/4/1999 (26),Iowa State,N/A,Active,https://www.espn.com/nfl/player/_/id/4241250/jacob-hummel
Charlie Kolar,s:20~l:28~a:4241263,White,9476.05%,28,Happy,9330.60%,"6' 6"", 267 lbs",2/10/1999 (26),Iowa State,"2022: Rd 4, Pk 128 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4241263/charlie-kolar
Tylan Wallace,s:20~l:28~a:4241424,Latino Hispanic,3652.04%,28,Happy,9997.70%,"5' 11"", 202 lbs",5/13/1999 (26),Oklahoma St,"2021: Rd 4, Pk 131 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4241424/tylan-wallace
Andrew Vorhees,s:20~l:28~a:4243220,White,8703.25%,28,Neutral,8104.62%,"6' 6"", 320 lbs",1/21/1999 (26),USC,"2023: Rd 7, Pk 229 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4243220/andrew-vorhees
Jordan Stout,s:20~l:28~a:4260224,White,9563.08%,26,Happy,9999.66%,"6' 3"", 209 lbs",8/4/1998 (26),Penn State,"2022: Rd 4, Pk 130 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4260224/jordan-stout
Tyler Linderbaum,s:20~l:28~a:4360499,Latino Hispanic,4109.15%,25,Happy,8989.00%,"6' 2"", 314 lbs",4/7/2000 (25),Iowa,"2022: Rd 1, Pk 25 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4360499/tyler-linderbaum
Rashod Bateman,s:20~l:28~a:4360939,Black,10000.00%,22,Neutral,10000.00%,"6' 1"", 195 lbs",11/29/1999 (25),Minnesota,"2021: Rd 1, Pk 27 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4360939/rashod-bateman
Daniel Faalele,s:20~l:28~a:4360964,Latino Hispanic,4445.12%,28,Happy,9786.93%,"6' 8"", 380 lbs",11/9/1999 (25),Minnesota,"2022: Rd 4, Pk 110 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4360964/daniel-faalele
Isaiah Likely,s:20~l:28~a:4361050,Black,9748.73%,26,Happy,9909.89%,"6' 4"", 247 lbs",4/18/2000 (25),Coast Carolina,"2022: Rd 4, Pk 139 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4361050/isaiah-likely
Odafe Oweh,s:20~l:28~a:4361422,Black,10000.00%,23,Happy,7502.71%,"6' 5"", 255 lbs",12/15/1998 (26),Penn State,"2021: Rd 1, Pk 31 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4361422/odafe-oweh
Devin Leary,s:20~l:28~a:4361653,White,9967.25%,26,Happy,9930.80%,"6' 1"", 216 lbs",9/10/1999 (25),Kentucky,"2024: Rd 6, Pk 218 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4361653/devin-leary
Travis Jones,s:20~l:28~a:4362139,Black,9988.88%,23,Happy,9985.96%,"6' 4"", 338 lbs",10/15/1999 (25),UConn,"2022: Rd 3, Pk 76 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4362139/travis-jones
Ar'Darius Washington,s:20~l:28~a:4362492,Black,9999.87%,28,Happy,8839.66%,"5' 8"", 180 lbs",11/2/1999 (25),TCU,N/A,OUT,https://www.espn.com/nfl/player/_/id/4362492/ardarius-washington
Malik Hamm,s:20~l:28~a:4369994,Black,10000.00%,28,Happy,8604.35%,"6' 3"", 250 lbs",8/26/2000 (24),Lafayette,N/A,Active,https://www.espn.com/nfl/player/_/id/4369994/malik-hamm
Jalyn Armour-Davis,s:20~l:28~a:4372017,Black,10000.00%,29,Happy,9984.89%,"6' 1"", 197 lbs",9/3/1999 (25),Alabama,"2022: Rd 4, Pk 119 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4372017/jalyn-armour-davis
Adisa Isaac,s:20~l:28~a:4426372,Black,10000.00%,30,Neutral,9999.83%,"6' 4"", 253 lbs",10/4/2001 (23),Penn State,"2024: Rd 3, Pk 93 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4426372/adisa-isaac
David Ojabo,s:20~l:28~a:4426507,Black,10000.00%,32,Neutral,10000.00%,"6' 4"", 252 lbs",5/17/2000 (25),Michigan,"2022: Rd 2, Pk 45 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4426507/david-ojabo
Jared Penning,s:20~l:28~a:4428225,N/A (Scrape Failed),0.00%,N/A (Scrape Failed),N/A (Scrape Failed),0.00%,"6' 5"", 319 lbs",N/A,Northern Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/4428225/jared-penning
Nick Samac,s:20~l:28~a:4428421,White,5519.93%,23,Fear,5540.71%,"6' 4"", 314 lbs",8/21/2001 (23),Michigan St,"2024: Rd 7, Pk 228 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4428421/nick-samac
Dayton Wade,s:20~l:28~a:4428763,Black,10000.00%,30,Happy,9999.96%,"5' 9"", 184 lbs",9/8/2000 (24),Ole Miss,N/A,Active,https://www.espn.com/nfl/player/_/id/4428763/dayton-wade
Beau Brade,s:20~l:28~a:4429291,Black,10000.00%,23,Neutral,9999.97%,"6' 0"", 209 lbs",1/29/2002 (23),Maryland,N/A,QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4429291/beau-brade
Zay Flowers,s:20~l:28~a:4429615,Black,10000.00%,26,Happy,9999.94%,"5' 9"", 175 lbs",9/11/2000 (24),Boston College,"2023: Rd 1, Pk 22 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4429615/zay-flowers
Reid Holskey,s:20~l:28~a:4429951,White,9458.46%,25,Neutral,7357.27%,"6' 6"", 306 lbs",N/A,Miami OH,N/A,Active,https://www.espn.com/nfl/player/_/id/4429951/reid-holskey
Sanoussi Kane,s:20~l:28~a:4430118,Black,10000.00%,28,Happy,9995.98%,"5' 11"", 210 lbs",10/6/2001 (23),Purdue,"2024: Rd 7, Pk 250 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4430118/sanoussi-kane
Trenton Simpson,s:20~l:28~a:4430831,Black,10000.00%,25,Happy,5977.04%,"6' 2"", 235 lbs",6/14/2001 (24),Clemson,"2023: Rd 3, Pk 86 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4430831/trenton-simpson
Roger Rosengarten,s:20~l:28~a:4430876,White,9998.30%,27,Sad,4184.95%,"6' 5"", 316 lbs",6/3/2002 (23),Washington,"2024: Rd 2, Pk 62 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4430876/roger-rosengarten
Jayson Jones,s:20~l:28~a:4431184,Black,9999.98%,31,Neutral,9961.45%,"6' 6"", 325 lbs",N/A,Auburn,N/A,Active,https://www.espn.com/nfl/player/_/id/4431184/jayson-jones
Garrett Dellinger,s:20~l:28~a:4431252,White,9957.33%,25,Happy,9912.16%,"6' 5"", 320 lbs",2/18/2002 (23),LSU,"2025: Rd 7, Pk 243 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4431252/garrett-dellinger
Aeneas Peebles,s:20~l:28~a:4565311,Black,9999.04%,28,Happy,9813.25%,"6' 0"", 289 lbs",9/3/2001 (23),Virginia Tech,"2025: Rd 6, Pk 210 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4565311/aeneas-peebles
Jay Higgins,s:20~l:28~a:4565350,Black,9979.23%,24,Neutral,9998.52%,"6' 2"", 232 lbs",N/A,Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/4565350/jay-higgins
Darrian Dalcourt,s:20~l:28~a:4567132,Latino Hispanic,4549.93%,26,Happy,9977.45%,"6' 3"", 320 lbs",9/17/2000 (24),Alabama,N/A,Active,https://www.espn.com/nfl/player/_/id/4567132/darrian-dalcourt
Jahmal Banks,s:20~l:28~a:4571935,Black,10000.00%,25,Happy,9693.70%,"6' 3"", 218 lbs",N/A,Nebraska,N/A,Active,https://www.espn.com/nfl/player/_/id/4571935/jahmal-banks
T.J. Tampa,s:20~l:28~a:4575483,Black,10000.00%,24,Happy,9581.13%,"6' 1"", 199 lbs",3/13/2002 (23),Iowa State,"2024: Rd 4, Pk 130 (BAL)",Active,https://www.espn.com/nfl/player/_/id/4575483/tj-tampa
